id,food_group_id,long_desc,short_desc,common_names,manufac_name,survey,ref_desc,refuse,sci_name,nitrogen_factor,protein_factor,fat_factor,calorie_factor,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Ash (g),Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Energy (kJ),"Sugars, total (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Fluoride, F (mcg)","Manganese, Mn (mg)","Selenium, Se (mcg)","Vitamin A, IU (IU)",Retinol (mcg),"Vitamin A, RAE (mcg)","Carotene, beta (mcg)","Carotene, alpha (mcg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (IU),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (D2 + D3) (mcg),"Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),"Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g),22:6 n-3 (DHA) (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",17:0 (g),18:1 t (g),18:2 i (g),18:2 CLAs (g),16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)","18:3 n-3 c,c,c (ALA) (g)",Starch (g),Sucrose (g),Glucose (dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Adjusted Protein (g),Galactose (g),Vitamin D2 (ergocalciferol) (mcg),Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Hydroxyproline (g),22:0 (g),14:1 (g),Phytosterols (mg),15:0 (g),24:0 (g),16:1 t (g),22:1 t (g),18:2 t not further defined (g),"18:2 t,t (g)",24:1 c (g),"20:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),13:0 (g),15:1 (g),20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11 t (18:1t n-7) (g)
7243,700,"OSCAR MAYER, Wieners (beef franks, fat free)","OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)","hot dog, frankfurter, frank",,,,0,,,,,,13.2,0.5,5.1,3.2,78,,78,,,326,3.8,0,20,1.95,19,129,467,927,2.41,0.16,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,0.225,,,,,0,0.014,0.127,0.085,,0.176,0.042,0.007,,,0.014,,,,,,,,,0.19,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7244,700,"OSCAR MAYER, Wieners (beef franks, light)","OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)","hot dog, frankfurter, frank",,,,0,,,,,,10.7,14.9,4.1,3.5,193,,66.8,,,808,2.1,0,21,1.56,18,164,401,1079,2.1,0.21,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,6.32,,,,,0.02,0.44,3.92,1.94,,6.92,0.89,0.1,,,0.6,,,,,,,,,7.52,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245,700,"OSCAR MAYER, Wieners (cheese hot dogs with turkey)","OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)","hot dog, frankfurter, frank",,,,0,,,,,,12,28.7,2.8,3.6,318,,52.9,,,1331,1.8,0,164,1.48,25,215,131,1143,1.84,0.18,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,10.025,,,,,0.312,0.623,6.442,2.648,,12.124,3.611,0.238,,,0.981,,,,,,,,,13.104,3.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7246,700,"OSCAR MAYER, Wieners (fat free hot dogs)","OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)","hot dog, frankfurter, frank",,,,0,,,,,,12.6,0.6,4.3,3.7,73,,78.8,,,305,2.1,0,15,0.92,21,162,471,974,1.19,0.22,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,0.2,,,,,0,0.01,0.13,0.06,,0.19,0.1,0.01,,,0.02,,,,,,,,,0.21,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7247,700,"OSCAR MAYER, Wieners (light pork, turkey, beef)","OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)","hot dog, frankfurter, frank",,,,0,,,,,,12.1,14.9,2.8,3.5,194,,66.7,,,812,1.5,0,38,1.28,17,169,397,1036,1.77,0.2,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,5.199,,,,,0.027,0.213,3.457,1.502,,6.328,1.92,0.124,,,0.435,,,,,,,,,6.763,2.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7248,700,"OSCAR MAYER, Wieners Little (pork, turkey)","OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)","hot dog, frankfurter, frank",,,,0,,,,,,10.9,28.7,2.3,3.1,311,,55,,,1301,1.6,0,13,1.02,13,97,159,1039,1.84,0.11,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,11.15,,,,,0.06,0.61,6.87,3.61,,13.04,2.38,0.29,,,1.29,,,,,,,,,14.33,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,700,"LOUIS RICH, Chicken Breast Classic Baked /Grill (carving board)","LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)",,,,,0,,,,,,19.7,0.5,3.7,3.3,98,,72.9,,,410,0.7,0,8,1.28,32,282,291,1142,0.88,0.24,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,0.162,,,,,0.007,0.007,0.111,0.037,,0.155,0.081,0,,,0.022,,,,,,,,,0.177,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,700,"LOUIS RICH, Chicken Breast (oven roasted deluxe)","LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)",,,,,0,,,,,,18.3,2,2.5,3.5,101,,73.7,,,423,1.5,0,7,1.15,24,266,265,1188,0.73,0.23,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,0.541,,,,,0,0.019,0.417,0.106,,0.678,0.305,0.012,,,0.143,,,,,,,,,0.821,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7251,700,"LOUIS RICH, Chicken (white, oven roasted)","LOUIS RICH,CHICK (WHITE,OVEN RSTD)",,,,,0,,,,,,17,5.6,2.3,3.6,128,,71.5,,,536,1,0,17,1.58,24,248,302,1196,1.13,0.23,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,1.452,,,,,0,0.037,1.12,0.295,,1.953,0.928,0.044,,,0.383,,,,,,,,,2.336,0.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7252,700,"LOUIS RICH, Franks (turkey and chicken cheese)","LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)","hot dog, wiener, frankfurter",,,,0,,,,,,12.7,14.5,5.1,3.8,201,,63.9,,,841,1.7,0,243,2.11,22,204,158,1070,1.8,0.2,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,5.19,,,,,0.1,0.43,3.48,1.18,,5.46,2.83,0.15,,,0.76,,,,,,,,,6.22,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7253,700,"LOUIS RICH, Franks (turkey and chicken)","LOUIS RICH,FRANKS (TURKEY & CHICKEN)","hot dog, wiener, frankfurter",,,,0,,,,,,11.2,13.5,5.3,3.1,188,,66.9,,,787,1.5,0,131,2.18,23,147,160,1136,1.86,0.22,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,3.839,,,,,0.009,0.123,2.829,0.879,,4.841,3.022,0.141,,,0.712,,,,,,,,,5.553,3.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7254,700,"Turkey bacon, unprepared","TURKEY BACON,UNPREP",,,,,0,,,,,,15.94,16.93,2.35,3.41,224,0,61.83,0,0,936,,,80,1.4,16,222,349,1069,2.54,0.068,,0.019,15.8,34,10,10,0,0,0.11,,,,0,0,0,0,0,0,0,0,0,0,,0.03,0.237,4.032,0.675,0.244,10,1.19,,,,10,,,,,,,,,,,,,,,,,,,,,,,86,0.184,4.52,0,0.001,0.001,0.004,0.026,0.145,3.093,1.157,0.018,5.594,4.254,0.251,0.107,0.007,0.496,0,0.086,0.006,0.003,0.01,,,,6.223,4.699,0.04,0.138,,0.022,0.485,5.456,4.197,0.149,0.036,0.241,,2.35,,,,,,,,,,0.326,0.007,0.021,,0.023,0.003,0.011,0,0.036,,0.001,0.027,0.003,0.01,0.023,0.016,,0,0.003,0.013,,0,,0.02,
7255,700,"LOUIS RICH, Turkey Bologna","LOUIS RICH,TURKEY BOLOGNA",,,,,0,,6.25,4,9,4,11.3,13.2,4.85,3.1,184,0,67.55,0,0,770,1.2,0,124,1.64,22,196,152,1077,1.85,0.18,,,,0,0,0,0,0,,,,,0,0,0,,,,,,,,0,,,,,,6,,,,0,6,6,,,,,,,,,,,,,,,,,,,,,,67,,3.79,,,,,0.01,0.14,2.69,0.95,,4.77,3.35,0.24,,,0.54,,,,,,,,,5.31,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7256,700,"LOUIS RICH, Turkey Breast and White Turkey (oven roasted)","LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)",,,,,0,,6.25,4,9,4,17.1,2,3.25,2.95,99,0,74.75,0,0,416,0.8,0,6,0.99,22,251,222,966,0.95,0.17,,,,0,0,0,0,0,,,,,0,0,0,,,,,,,,0,,,,,,6,,,,0,6,6,,,,,,,,,,,,,,,,,,,,,,41,,0.468,,,,,0.006,0.018,0.334,0.111,,0.527,0.392,0.018,,,0.059,,,,,,,,,0.585,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,700,"LOUIS RICH, Turkey Breast and White Turkey (smoked sliced)","LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)",,,,,0,,,,,,17.6,2.3,2.4,3,100,,74.8,,,418,1.1,0,9,0.75,35,261,262,919,0.96,0.23,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0.63,,,,,0.01,0.03,0.41,0.18,,0.67,0.47,0.04,,,0.07,,,,,,,,,0.74,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7258,700,"LOUIS RICH, Turkey (honey roasted, fat free)","LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)",,,,,0,,,,,,19.3,0.8,4.5,3.5,102,,72,,,427,3.9,0,15,1.11,28,276,262,1180,1,0.22,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0.234,,,,,0,0.005,0.154,0.074,,0.218,0.138,0.005,,,0.021,,,,,,,,,0.239,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7259,700,"LOUIS RICH, Turkey Breast (oven roasted, fat free)","LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)",,,,,0,,,,,,15,0.7,4.5,3.3,84,,76.5,,,351,1.7,0,11,1.11,27,232,205,1192,0.86,0.25,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,0.205,,,,,0.007,0.007,0.13,0.061,,0.184,0.13,0.007,,,0.014,,,,,,,,,0.198,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7260,700,"LOUIS RICH, Turkey Breast (oven roasted, portion fat free)","LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)",,,,,0,,,,,,19.1,0.7,1.9,3.5,90,,74.8,,,377,0.4,0,17,1.11,29,285,268,1177,0.96,0.2,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,0.207,,,,,0,0.007,0.133,0.066,,0.185,0.126,0.007,,,0.015,,,,,,,,,0.199,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7261,700,"LOUIS RICH, Turkey Breast (Smoked, Carving Board)","LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)",,,,,0,,,,,,19.7,1,1.6,3.5,94,,74.3,,,393,0.3,0,15,1.47,31,318,312,1201,0.95,0.17,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,0.3,,,,,0.03,0.02,0.18,0.07,,0.28,0.18,0.01,,,0.05,,,,,,,,,0.33,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7262,700,"LOUIS RICH, Turkey Breast (smoked, portion fat free)","LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)",,,,,0,,,,,,19.3,0.8,2.2,3.8,93,,74,,,389,0.6,0,16,1.12,27,302,288,1288,0.88,0.2,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,0.234,,,,,0,0.007,0.149,0.078,,0.205,0.156,0.007,,,0.014,,,,,,,,,0.219,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7264,700,"LOUIS RICH, Turkey Ham (10% water added)","LOUIS RICH,TURKEY HAM (10% H2O)",,,,,0,,,,,,18.2,4.1,0.9,3.7,113,,73.1,,,473,0.9,0,5,1.27,22,294,290,1127,2.59,0.25,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,1.06,,,,,0,0.04,0.68,0.34,,1.04,0.67,0.03,,,0.1,,,,,,,,,1.14,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7265,700,"LOUIS RICH, Turkey Nuggets/Sticks (breaded)","LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)",,,,,0,,,,,,14.3,17.5,15.4,2.1,276,,50.7,,,1155,0,0.5,9,0.87,21,197,176,679,1.84,0.29,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,3.39,,,,,0,0.06,2.27,1.06,,7.98,4.84,0.64,,,0.21,,,,,,,,,8.19,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7266,700,"LOUIS RICH, Turkey Salami","LOUIS RICH,TURKEY SALAMI",,,,,0,,,,,,15.3,9.4,0.4,3.1,147,,71.9,,,615,0.4,0,40,1.25,22,266,216,1004,2.32,0.19,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,2.783,,,,,0.017,0.121,1.988,0.657,,2.878,2.291,0.052,,,0.268,,,,,,,,,3.146,2.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7267,700,"LOUIS RICH, Turkey Salami Cotto","LOUIS RICH,TURKEY SALAMI COTTO",,,,,0,,,,,,15,9.5,0.9,3.2,149,,71.4,,,623,0.4,0,31,1.64,21,272,220,1018,2.35,0.36,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,2.9,,,,,0,0.1,2.14,0.66,,3.45,2.22,0.11,,,0.47,,,,,,,,,3.92,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7268,700,"LOUIS RICH, Turkey Smoked Sausage","LOUIS RICH,TURKEY SMOKED SAUSAGE",,,,,0,,6.25,4,9,4,14.8,9.9,3.15,3,161,0,69.1,0,0,673,2.8,0,26,1.38,21,204,201,946,2.15,0.17,,,,0,0,0,0,0,,,,,0,0,0,,,,,,,,0,,,,,,6,,,,0,6,6,,,,,,,,,,,,,,,,,,,,,,66,,2.67,,,,,0.01,0.1,1.84,0.72,,3.15,2.42,0.26,,,0.41,,,,,,,,,3.56,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7269,700,"BUTCHER BOY MEATS, INC., Turkey Franks","BUTCHER BOY MEATS,INC.,TURKEY FRANKS","hot dog, wiener, frankfurter",,,,0,,,,,,13.45,18.17,4.66,4.66,239,,59.06,,,1000,2.49,0.2,148,1.83,14,246,189,1162,2.88,0.098,,,,297,0,15,,,,12,,0.3,,,,,,,,,,,0.8,0.057,0.145,2.089,0.669,0.208,7,0.25,,,0,7,7,,,,,,,,,,,,,,,,,,,,,,104,,5.86,,,,,,,,1.823,,,,,,,,,,,,,,,,5.542,5.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7270,700,"CARL BUDDIG, Cooked Corned Beef, Chopped, Pressed","CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED",,,,,0,,,,,,19.3,6.8,1,3.8,142,,69.1,,,594,,0,17,2.4,,,352,1342,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.24,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,700,"CARL BUDDIG, Smoked Sliced Chicken, light and dark meat","CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT",,,,,0,,,,,,17.9,10.1,0.7,3.1,165,,68.2,,,690,,0,124,1.56,,,256,954,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.25,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7272,700,"CARL BUDDIG, Smoked Sliced Beef","CARL BUDDIG,SMOKED SLICED BF",,,,,0,,,,,,19.3,6.5,0.6,4.1,139,,69.4,,,582,,0,14,2.26,,,336,1431,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.24,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7273,700,"CARL BUDDIG, Smoked Sliced Turkey, light and dark meat","CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT",,,,,0,,,,,,17.5,9.1,1.8,3.3,160,,68.2,,,669,,0,60,1.84,,,329,1096,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.31,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7274,700,"CARL BUDDIG. Cooked Smoked Beef Pastrami, Chopped, Pressed","CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED",,,,,0,,,,,,19.6,6.5,1,3.1,141,,69.8,,,590,,0,17,2.45,,,365,1056,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.23,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,3,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7275,700,"CARL BUDDIG, Smoked Sliced Ham","CARL BUDDIG,SMOKED SLICED HAM",,,,,0,,,,,,18.5,9.3,1.1,4,163,,67,,,682,,0,16,2.03,,,340,1381,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.35,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7276,700,"HORMEL SPAM, Luncheon Meat, pork with ham, minced, canned",HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND,,,,,0,,6.25,4,9,4,13.24,27.24,3.03,3.9,310,0,52.6,0,0,1298,,0,14,0.9,14,,229,1369,1.8,0.1,,,,0,0,0,0,0,,,,,0,0,0,,,,,,,,0.9,,,,,,3,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,70,,9.88,,,,,0.02,0.32,6.2,3.34,,13.01,2.74,0.21,,,0.77,,,,,,,,,13.78,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277,700,"HORMEL SPAM, Lite Luncheon Meat, Pork and chicken, minced, canned, ascorbic acid added","HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED",,,,,0,,6.25,4,9,4,15.23,13.9,1.35,3.8,191,0,65.72,0,0,801,1.26,0,39,1.4,18,,461,1032,2.2,0.1,,,,0,0,0,0,0,,,,,0,0,0,,,,,,,,38.5,,,,,,3,,,,0,3,3,,,,,,,,,,,,,,,,,,,,,,75,,4.49,,,,,0.01,0.15,2.92,1.41,,6.57,1.35,0.12,,,0.45,,,,,,,,,7.02,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278,700,HORMEL Pillow Pak Sliced Turkey Pepperoni,HORMEL PILLOW PAK SLICED TURKEY PEPPERONI,,Hormel Foods Corp.,,,0,,6.25,4,9,4,30.99,11.52,3.78,5.87,243,0,47.84,0,0,1016,0,0,26,2.7,41,,449,1858,4.3,0.2,,,,49,15,15,0,0,,,,,0,0,0,,,,,,,,0,,,,,,4,,,,0,4,4,,,,,,,,,,,,,,,,,,,,,,123,,3.52,,,,,0,0.124,2.378,1.018,,4.218,3.026,0.294,,,0.432,,,,,,,,,4.65,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7279,700,HORMEL WRANGLER Beef Franks,HORMEL WRANGLER BEEF FRANKS,"hot dog, wiener, frankfurter",,,,0,,6.25,4,9,4,12.58,25.69,2.11,2.96,290,0,56.67,0,0,1214,1.67,0,14,1.8,14,,172,994,2.3,0.1,,,,13,4,4,0,0,,,,,0,0,0,,,,,,,,19.9,,,,,,11,,,,0,11,11,,,,,,,,,,,,,,,,,,,,,,67,,10.62,,,,,0.01,0.82,5.85,3.92,,11.94,0.75,0.14,,,1.07,,,,,,,,,13.01,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,700,"Turkey, pork, and beef sausage, low fat, smoked","TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED",,,Y,,0,,6.25,4.27,9.02,3.87,8,2.5,11.54,1.66,101,0,76.3,0,0,423,0,0.6,10,2.2,16,74,243,796,1.2,0.134,,,24.6,0,0,0,0,0,0.09,3,,0.1,0,0,0,,,,,,,,1.9,0.13,0.08,1.55,0.165,0.1,6,0.28,59,0,0,6,6,5.2,,,,,,,,,,,,,,,,,,,0,0,21,,0.85,0,0,0,0.001,0.003,0.037,0.54,0.269,,0.914,0.283,0.017,0.024,0.003,0.099,0,0.012,0,0.001,0.002,,,,1.026,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,700,"USDA Commodity, pork, sausage, bulk/links/patties, frozen, cooked","USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD",,,,,0,,6.25,4.27,9.02,3.87,19.76,20.26,0,1.5,267,0,58.66,,,1118,,0,9,1.15,19,190,239,540,2.84,0.104,,0.053,21.7,50,15,15,15,,,,,,,,,,,,,,,,0,0.732,0.241,2.796,0.703,0.28,1,0.89,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,98,,5.532,0,0,0.007,0.022,0.015,0.181,3.568,1.576,,8.051,1.967,0.094,0.101,0.009,0.522,0,0.126,0.003,0.003,0,,,,8.71,2.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,700,"Frankfurter, beef, pork, and turkey, fat free","FRANKFURTER,BF,PORK,& TURKEY,FAT FREE","hot dog, wiener, frank",,Y,,0,,6.25,4.27,,3.68,12.5,1.59,11.21,3.2,109,0,71.5,0,0,456,0,0,54,1.78,14,132,220,880,2.92,0.117,,,18.7,0,0,0,0,0,0,2,,0.1,0,0,0,,,,,,,,24,0.162,0.154,3.466,,0.181,6,1.06,74.9,1.8,0,6,6,6.6,,,,,,,,,,,,,,,,,,,0,0,41,,0.5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,,0.74,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
